1	1000/1000	32	0	data/refs/0.fa	CP001472.1 Acidobacterium capsulatum ATCC 51196, complete genome
1	1000/1000	29	0	data/refs/1.fa	CP001941.1 Aciduliprofundum boonei T469, complete genome
1	1000/1000	14	0	data/refs/2.fa	CP001071.1 Akkermansia muciniphila ATCC BAA-835, complete genome
0.999952	999/1000	49	0	data/refs/3.fa	AE000782.1 Archaeoglobus fulgidus DSM 4304, complete genome
0.999952	999/1000	9	0	data/refs/4.fa	AE015928.1 Bacteroides thetaiotaomicron VPI-5482, complete genome
0.999809	996/1000	7	0	data/refs/5.fa	CP000139.1 Bacteroides vulgatus ATCC 8482, complete genome
0.99761	951/1000	6	0	data/refs/6.fa	[76 seqs] NZ_JGWU01000001.1 Bordetella bronchiseptica D989 ctg7180000008197, whole genome shotgun sequence [...]
0.996855	936/1000	4	0	data/refs/7.fa	[3 seqs] NC_007951.1 Burkholderia xenovorans LB400 chromosome 1, complete sequence [...]
0.999952	999/1000	19	0	data/refs/8.fa	CP000679.1 Caldicellulosiruptor saccharolyticus DSM 8903, complete genome
1	1000/1000	14	0	data/refs/9.fa	[3 seqs] NZ_FWDH01000003.1 Caldicellulosiruptor bescii strain MACB1021, whole genome shotgun sequence [...]
0.999857	997/1000	19	0	data/refs/10.fa	CP001097.1 Chlorobium limicola DSM 245, complete genome
0.999905	998/1000	17	0	data/refs/11.fa	CP000492.1 Chlorobium phaeobacteroides DSM 266, complete genome
1	1000/1000	33	0	data/refs/12.fa	CP000607.1 Chlorobium phaeovibrioides DSM 265, complete genome
1	1000/1000	21	0	data/refs/13.fa	AE006470.1 Chlorobium tepidum TLS, complete genome
1	1000/1000	14	0	data/refs/14.fa	CP000909.1 Chloroflexus aurantiacus J-10-fl, complete genome
1	1000/1000	14	0	data/refs/15.fa	CP000568.1 Clostridium thermocellum ATCC 27405, complete genome
0.998746	974/1000	7	0	data/refs/16.fa	[4 seqs] NZ_CP015081.1 Deinococcus radiodurans R1 chromosome 1, complete sequence [...]
0.990767	823/1000	11	0	data/refs/17.fa	[2 seqs] NC_008751.1 Desulfovibrio vulgaris DP4, complete genome [...]
1	1000/1000	19	0	data/refs/18.fa	CP001251.1 Dictyoglomus turgidum DSM 6724, complete genome
0.980124	656/1000	16	0	data/refs/19.fa	[9 seqs] NZ_KE136524.1 Enterococcus faecalis V583 acyDH-supercont2.1, whole genome shotgun sequence [...]
0.927528	206/1000	8	0	data/refs/20.fa	AE009951.2 Fusobacterium nucleatum subsp. nucleatum ATCC 25586, complete genome
1	1000/1000	35	0	data/refs/21.fa	AP009153.1 Gemmatimonas aurantiaca T-27 DNA, complete genome
1	1000/1000	29	0	data/refs/22.fa	AE017180.2 Geobacter sulfurreducens PCA, complete genome
0.999713	994/1000	9	0	data/refs/23.fa	[5 seqs] NC_013968.1 Haloferax volcanii DS2 plasmid pHV1, complete sequence [...]
1	1000/1000	9	0	data/refs/24.fa	[3 seqs] NC_009972.1 Herpetosiphon aurantiacus DSM 785, complete genome [...]
1	1000/1000	36	0	data/refs/25.fa	CP001130.1 Hydrogenobaculum sp. Y04AAS1, complete genome
1	1000/1000	10	0	data/refs/26.fa	CP000816.1 Ignicoccus hospitalis KIN4/I, complete genome
0.999425	988/1000	10	0	data/refs/27.fa	CP001013.1 Leptothrix cholodnii SP-6, complete genome
0.999952	999/1000	25	0	data/refs/28.fa	[3 seqs] NC_000909.1 Methanocaldococcus jannaschii DSM 2661, complete genome [...]
1	1000/1000	21	0	data/refs/29.fa	CP000609.1 Methanococcus maripaludis C5, complete genome
1	1000/1000	17	0	data/refs/30.fa	BX950229.1 Methanococcus maripaludis strain S2, complete sequence
0.999952	999/1000	24	0	data/refs/31.fa	AE009439.1 Methanopyrus kandleri AV19, complete genome
0.999809	996/1000	7	0	data/refs/32.fa	AE010299.1 Methanosarcina acetivorans str. C2A, complete genome
0.999857	997/1000	109	0	data/refs/33.fa	NC_005213.1 Nanoarchaeum equitans Kin4-M chromosome, complete genome
0.999809	996/1000	47	0	data/refs/34.fa	AL954747.1 Nitrosomonas europaea ATCC 19718, complete genome
0.999952	999/1000	10	0	data/refs/35.fa	[7 seqs] NC_003272.1 Nostoc sp. PCC 7120 DNA, complete genome [...]
1	1000/1000	16	0	data/refs/36.fa	CP001110.1 Pelodictyon phaeoclathratiforme BU-1, complete genome
1	1000/1000	14	0	data/refs/37.fa	AP009380.1 Porphyromonas gingivalis ATCC 33277 DNA, complete genome
0.999857	997/1000	36	0	data/refs/38.fa	AE009441.1 Pyrobaculum aerophilum str. IM2, complete genome
1	1000/1000	22	0	data/refs/39.fa	CP000660.1 Pyrobaculum arsenaticum DSM 13514, complete genome
1	1000/1000	31	0	data/refs/40.fa	CP000561.1 Pyrobaculum calidifontis JCM 11548, complete genome
0.999905	998/1000	33	0	data/refs/41.fa	AE009950.1 Pyrococcus furiosus DSM 3638, complete genome
1	1000/1000	54	0	data/refs/42.fa	BA000001.2 Pyrococcus horikoshii OT3 DNA, complete genome
1	1000/1000	53	0	data/refs/43.fa	BX119912.1 Rhodopirellula baltica SH 1 complete genome
0.9986	971/1000	5	0	data/refs/44.fa	[2 seqs] NC_003911.12 Ruegeria pomeroyi DSS-3, complete genome [...]
0.99899	979/1000	8	0	data/refs/45.fa	CP000850.1 Salinispora arenicola CNS-205, complete genome
0.999329	986/1000	8	0	data/refs/46.fa	CP000667.1 Salinispora tropica CNB-440, complete genome
0.999329	986/1000	6	0	data/refs/47.fa	[2 seqs] NC_009665.1 Shewanella baltica OS185, complete genome [...]
1	1000/1000	24	0	data/refs/48.fa	NC_010730.1 Sulfurihydrogenibium sp. YO3AOP1, complete genome
0.999857	997/1000	10	0	data/refs/49.fa	[228 seqs] NZ_ABZS01000228.1 Sulfurihydrogenibium yellowstonense SS-5 gcontig_18, whole genome shotgun sequence [...]
1	1000/1000	11	0	data/refs/50.fa	CP000924.1 Thermoanaerobacter pseudethanolicus ATCC 33223, complete genome
0.999952	999/1000	49	0	data/refs/51.fa	CP000916.1 Thermotoga neapolitana DSM 4359, complete genome
0.999952	999/1000	108	0	data/refs/52.fa	CP000702.1 Thermotoga petrophila RKU-1, complete genome
